,variable,alpha_pos,alpha_neg,beta,alpha_pos_hat,alpha_neg_hat,beta_hat,n_trials,n_blocks,n_sp,alpha_pos_level,alpha_neg_level,beta_level
229,beta,0.3,0.3,10.0,0.3049938900298218,0.4545998298242809,10.29663059202826,100,2,1,medium,medium,variable
230,beta,0.3,0.6,1.0,0.0,0.0,0.0,100,2,1,medium,high,variable
231,beta,0.3,0.6,2.0,0.0,0.0,0.0,100,2,1,medium,high,variable
232,beta,0.3,0.6,3.0,0.18668275938355913,0.5328329156397155,5.020143838929645,100,2,1,medium,high,variable
233,beta,0.3,0.6,4.0,0.3611956051751446,0.09750642836132518,5.815463496483195,100,2,1,medium,high,variable
234,beta,0.3,0.6,5.0,0.37090116229145287,0.5037132203072661,4.583268615237775,100,2,1,medium,high,variable
235,beta,0.3,0.6,6.0,0.05838829223914387,0.8489638545361785,20.0,100,2,1,medium,high,variable
236,beta,0.3,0.6,7.0,0.49989765658881247,0.6601135416910936,4.671488390006307,100,2,1,medium,high,variable
237,beta,0.3,0.6,8.0,0.39662372924328393,0.7568049612831145,6.1153407211285975,100,2,1,medium,high,variable
238,beta,0.3,0.6,9.0,0.1814759745574324,0.64782404029466,12.163208214699635,100,2,1,medium,high,variable
239,beta,0.3,0.6,10.0,0.642976959925184,0.5577946143384952,7.434645859597701,100,2,1,medium,high,variable
240,beta,0.6,0.1,1.0,0.0,0.0,0.0,100,2,1,high,low,variable
241,beta,0.6,0.1,2.0,0.0,0.0,0.0,100,2,1,high,low,variable
242,beta,0.6,0.1,3.0,0.46097613904583834,0.07825673708049377,3.409531401972943,100,2,1,high,low,variable
243,beta,0.6,0.1,4.0,0.023107166664812866,1.0,20.0,100,2,1,high,low,variable
244,beta,0.6,0.1,5.0,0.20256442900680258,0.1246088983520891,5.327068190250471,100,2,1,high,low,variable
245,beta,0.6,0.1,6.0,1.0,0.3784282411060756,2.3888220675787957,100,2,1,high,low,variable
246,beta,0.6,0.1,7.0,0.348967992176583,0.2078749756409569,3.195843227458156,100,2,1,high,low,variable
247,beta,0.6,0.1,8.0,0.5865938337554772,0.3619462912428664,4.9507594131500205,100,2,1,high,low,variable
248,beta,0.6,0.1,9.0,0.4085088571544983,0.20789277041033635,6.667614421704481,100,2,1,high,low,variable
249,beta,0.6,0.1,10.0,0.7352582036727775,0.27754940055676436,5.369988152996064,100,2,1,high,low,variable
250,beta,0.6,0.3,1.0,0.0,0.0,0.0,100,2,1,high,medium,variable
251,beta,0.6,0.3,2.0,0.6059007638054973,0.5806001293354393,1.7246928470501215,100,2,1,high,medium,variable
252,beta,0.6,0.3,3.0,0.5080434009481215,0.3212393622099154,2.6909108332946543,100,2,1,high,medium,variable
253,beta,0.6,0.3,4.0,0.8701579504056471,0.34463328507777313,4.0916630127972295,100,2,1,high,medium,variable
254,beta,0.6,0.3,5.0,0.4739415025424051,0.30878114901346043,4.025550353267974,100,2,1,high,medium,variable
255,beta,0.6,0.3,6.0,0.5610740688644358,0.3533586341608545,5.212377313417159,100,2,1,high,medium,variable
256,beta,0.6,0.3,7.0,0.6977798266826082,0.5854606045562054,7.181126343837374,100,2,1,high,medium,variable
257,beta,0.6,0.3,8.0,0.3733478724920672,0.5617343124399242,9.08402117014002,100,2,1,high,medium,variable
258,beta,0.6,0.3,9.0,0.9243079802945237,0.3501057696360221,9.102504747465332,100,2,1,high,medium,variable
259,beta,0.6,0.3,10.0,0.4772737276651355,0.4558576201038935,10.023812422568659,100,2,1,high,medium,variable
260,beta,0.6,0.6,1.0,0.8856220122253491,0.9434627463074982,0.759371808998791,100,2,1,high,high,variable
261,beta,0.6,0.6,2.0,0.6594986655635267,0.45284512712594477,3.2258412550342648,100,2,1,high,high,variable
262,beta,0.6,0.6,3.0,0.4909794902947899,0.7207572858857594,3.9387798768295808,100,2,1,high,high,variable
263,beta,0.6,0.6,4.0,0.7014456669283121,0.8528071429325248,4.66261693177007,100,2,1,high,high,variable
264,beta,0.6,0.6,5.0,0.42863753652714154,0.5948264187805509,4.806488559518886,100,2,1,high,high,variable
265,beta,0.6,0.6,6.0,0.4023999890642032,0.6622187911878225,6.39002007785078,100,2,1,high,high,variable
266,beta,0.6,0.6,7.0,0.6334409762129599,0.5998261429537698,7.6086239473847765,100,2,1,high,high,variable
267,beta,0.6,0.6,8.0,0.7008872384422392,0.6906564491508199,7.3761022637816405,100,2,1,high,high,variable
268,beta,0.6,0.6,9.0,0.3720718014251503,0.737151957462276,14.056846927435942,100,2,1,high,high,variable
269,beta,0.6,0.6,10.0,0.7655949960943679,0.4939071095637111,12.23190953744449,100,2,1,high,high,variable
